id,timestamp,cpu_percent,memory_percent,disk_percent,net_sent_total_mb,net_recv_total_mb,net_sent_delta_mb,net_recv_delta_mb,uptime_seconds
10964,2026-03-12T10:33:39.979499,99.2,87.4,78.7,1.5236549377441406,14.538419723510742,1.450510025024414,14.305054664611816,175277.00022411346
10965,2026-03-12T10:34:00.625226,26.7,87.0,78.8,2.4110031127929688,70.31711959838867,0.8873481750488281,55.77869987487793,175298.00009727478
10966,2026-03-12T10:35:00.629280,48.1,85.3,78.7,3.754153251647949,84.67820262908936,1.3431501388549805,14.361083030700684,175358.00054121017
10967,2026-03-12T10:36:00.612550,14.4,84.7,78.8,5.304230690002441,129.37265586853027,1.5500774383544922,44.69445323944092,175418.01091003418
10968,2026-03-12T10:37:00.615311,0.0,74.7,78.8,5.64915657043457,130.31391429901123,0.3449258804321289,0.941258430480957,175478.0013024807
10969,2026-03-12T10:38:00.610278,5.1,76.7,78.8,7.328335762023926,138.3631715774536,1.6791791915893555,8.049257278442383,175538.00014948845
10970,2026-03-12T10:39:00.611416,15.2,76.8,78.8,7.988080024719238,140.6311092376709,0.6597442626953125,2.267937660217285,175598.01085567474
10971,2026-03-12T10:40:00.599969,8.7,78.7,78.8,8.961357116699219,142.0267677307129,0.9732770919799805,1.3956584930419922,175658.00072693825
10972,2026-03-12T10:41:00.614773,17.0,79.5,78.8,10.607623100280762,147.3468255996704,1.646265983581543,5.3200578689575195,175718.002048254
10973,2026-03-12T10:42:00.609036,6.6,79.8,78.8,11.057686805725098,149.86042594909668,0.45006370544433594,2.5136003494262695,175778.00080418587
10974,2026-03-12T10:43:00.612021,11.4,78.4,78.8,12.234827995300293,170.29911994934082,1.1771411895751953,20.43869400024414,175838.00024175644
10975,2026-03-12T10:44:00.655688,21.9,77.3,78.8,14.574478149414062,244.23312282562256,2.3396501541137695,73.93400287628174,175898.00072026253
10976,2026-03-12T10:45:00.605104,9.6,75.6,78.8,15.035252571105957,327.3690061569214,0.46077442169189453,83.13588333129883,175958.00034284592
10977,2026-03-12T10:46:00.599624,9.0,76.0,78.8,15.374874114990234,426.14148902893066,0.33962154388427734,98.77248287200928,176018.00104904175
10978,2026-03-12T10:47:00.611120,10.2,76.6,78.8,15.68172550201416,493.3067865371704,0.3068513870239258,67.16529750823975,176078.00083732605
10979,2026-03-12T10:48:00.609992,38.5,77.0,78.8,16.029685020446777,595.1308498382568,0.3479595184326172,101.82406330108643,176138.00007081032
10980,2026-03-12T10:49:00.633880,5.8,81.5,78.8,16.490036010742188,673.9618291854858,0.46035099029541016,78.830979347229,176198.00097823143
10981,2026-03-12T10:50:00.635013,33.7,82.7,78.8,16.901724815368652,787.9144458770752,0.41168880462646484,113.95261669158936,176258.00091814995
10982,2026-03-12T10:51:00.691978,48.0,81.1,78.8,17.61557388305664,996.8208236694336,0.7138490676879883,208.9063777923584,176318.00089621544
10983,2026-03-12T10:52:00.719236,26.7,86.3,79.2,17.93288230895996,1092.7478485107422,0.3173084259033203,95.9270248413086,176378.0003592968
10984,2026-03-12T10:53:00.664050,43.8,84.8,79.2,18.360219955444336,1179.324688911438,0.427337646484375,86.5768404006958,176438.00093984604
10985,2026-03-12T10:54:01.079612,30.7,83.3,79.0,18.70530891418457,1264.5633935928345,0.3450889587402344,85.23870468139648,176498.00003409386
10986,2026-03-12T10:55:00.718863,66.7,76.8,79.2,20.48862648010254,1752.1479835510254,1.7833175659179688,487.5845899581909,176558.0004775524
10987,2026-03-12T10:56:09.766649,6.9,79.7,78.9,20.89572238922119,1834.5101861953735,0.40709590911865234,82.36220264434814,176627.0009059906
10988,2026-03-12T10:57:00.620494,26.9,75.4,78.6,21.248863220214844,1922.738775253296,0.35314083099365234,88.22858905792236,176678.0007917881
10989,2026-03-12T10:58:00.601184,8.6,74.1,78.6,21.64699649810791,2019.2090587615967,0.3981332778930664,96.47028350830078,176738.00073766708
10990,2026-03-12T10:59:00.741708,34.9,72.8,78.6,21.98840618133545,2106.246681213379,0.34140968322753906,87.03762245178223,176798.00053358078
10991,2026-03-12T11:00:00.611472,8.9,72.4,78.6,22.309447288513184,2201.9456100463867,0.3210411071777344,95.69892883300781,176858.00135326385
10992,2026-03-12T11:01:00.607994,16.7,72.3,78.6,22.60907745361328,2291.1613302230835,0.29963016510009766,89.21572017669678,176918.00044822693
10993,2026-03-12T11:02:00.614282,24.3,73.0,78.6,22.975077629089355,2383.6051120758057,0.3660001754760742,92.44378185272217,176978.00055003166
10994,2026-03-12T11:03:00.661890,12.5,72.6,78.6,23.386518478393555,2484.1333322525024,0.4114408493041992,100.52822017669678,177037.99999642372
10995,2026-03-12T11:04:00.623923,52.0,75.3,78.6,23.9295711517334,2527.37380695343,0.5430526733398438,43.240474700927734,177098.0004928112
10996,2026-03-12T11:05:00.601860,7.7,71.7,78.6,23.996007919311523,2527.4280099868774,0.066436767578125,0.054203033447265625,177158.00086927414
10997,2026-03-12T11:06:00.607510,17.5,72.4,78.6,25.63474941253662,2775.929536819458,1.6387414932250977,248.50152683258057,177218.00082969666
10998,2026-03-12T11:07:00.611014,14.9,72.0,78.6,26.109254837036133,2888.9857835769653,0.4745054244995117,113.05624675750732,177278.00084090233
