timestamp,cpu_percent,memory_percent,disk_percent,net_sent,net_recv
2025-09-14T12:26:24.616468,100.0,79.8,43.5,17.663089752197266,1253.8096179962158
2025-09-14T12:31:16.522636,18.9,78.1,41.8,21.426687240600586,1436.3751583099365
2025-09-14T12:36:16.533561,7.4,76.0,41.8,22.430184364318848,1589.2389459609985
2025-09-14T12:41:16.442723,14.4,75.2,41.7,23.291571617126465,1728.7733154296875
2025-09-14T12:46:16.637224,7.8,75.9,41.8,25.001946449279785,1914.7776613235474
2025-09-14T12:51:16.442864,12.5,72.2,41.8,25.720866203308105,2022.5042924880981
2025-09-14T12:56:16.418931,17.8,75.0,41.8,27.04577922821045,2130.3022871017456
2025-09-14T13:01:16.429649,16.9,73.8,41.8,27.850502967834473,2261.934555053711
2025-09-14T13:06:16.421432,15.4,70.6,41.8,28.533681869506836,2376.283893585205
2025-09-14T13:11:16.307571,5.1,71.0,41.8,29.700387001037598,2463.7389402389526
2025-09-14T13:16:16.749101,8.6,77.4,41.8,34.854384422302246,2547.709358215332
2025-09-14T13:21:16.436527,2.0,72.5,41.8,35.51981830596924,2551.399369239807
2025-09-14T13:26:16.656517,27.3,75.5,41.8,36.581600189208984,2612.5484580993652
2025-09-14T13:31:16.412847,16.8,74.5,41.8,37.40558910369873,2769.584511756897
2025-09-14T13:36:16.422579,17.1,74.7,41.8,38.13479709625244,2917.4186630249023
2025-09-14T13:41:16.423452,22.7,74.1,41.8,38.88510799407959,3050.2857427597046
2025-09-14T13:46:16.438228,16.5,73.8,41.8,39.57400321960449,3184.250608444214
2025-09-14T13:51:16.602178,17.9,75.2,41.8,40.34830093383789,3325.658579826355
2025-09-14T13:56:16.509855,9.7,76.1,41.8,41.25856399536133,3494.7501220703125
2025-09-14T14:01:16.420937,8.6,74.4,41.8,41.98517990112305,3622.661229133606
2025-09-14T14:06:16.400647,20.8,75.6,41.8,42.740885734558105,3683.738814353943
2025-09-14T14:11:16.491200,8.9,74.0,41.8,45.75558662414551,3737.093207359314
2025-09-14T14:16:16.544739,27.3,75.8,41.8,46.33559703826904,3738.870665550232
