id,timestamp,cpu_percent,memory_percent,disk_percent,net_sent_total_mb,net_recv_total_mb,net_sent_delta_mb,net_recv_delta_mb,uptime_seconds
4004,2026-02-11T01:11:40.394671,100.0,85.7,78.7,136.018705368042,4428.002425193787,2.2391233444213867,100.644606590271,395973.00013542175
4005,2026-02-11T01:11:54.060420,100.0,90.5,78.7,136.5697431564331,4442.564823150635,0.5510377883911133,14.562397956848145,395987.0002987385
4006,2026-02-11T01:12:23.696968,93.6,83.9,78.7,136.77128410339355,4443.719233512878,0.20154094696044922,1.1544103622436523,396016.0006132126
4007,2026-02-11T01:12:52.626356,45.2,83.6,78.7,136.8512306213379,4461.489155769348,0.07994651794433594,17.769922256469727,396045.0009162426
4008,2026-02-11T01:13:23.025543,69.8,82.4,78.6,137.80735683441162,4696.990684509277,0.9561262130737305,235.5015287399292,396076.00137090683
4009,2026-02-11T01:13:53.161508,35.8,84.2,78.8,138.88379573822021,5173.503727912903,1.0764389038085938,476.5130434036255,396106.00026392937
4010,2026-02-11T01:14:41.793212,44.9,75.8,78.9,138.90755367279053,5173.534978866577,0.0237579345703125,0.031250953674316406,396154.00152134895
4011,2026-02-11T01:14:52.687824,60.7,75.7,79.0,138.96035766601562,5193.798709869385,0.052803993225097656,20.263731002807617,396165.0016489029
4012,2026-02-11T01:15:24.094540,73.4,75.5,79.0,139.10939598083496,5257.44044303894,0.14903831481933594,63.641733169555664,396197.00029587746
4013,2026-02-11T01:15:53.430528,17.6,76.6,79.0,139.40736484527588,5388.884725570679,0.29796886444091797,131.44428253173828,396226.9405333996
4014,2026-02-11T01:16:24.189411,54.9,76.5,79.1,139.7195053100586,5527.065721511841,0.31214046478271484,138.1809959411621,396257.00210499763
4015,2026-02-11T01:16:53.411628,28.8,77.0,79.1,139.77830982208252,5527.104563713074,0.05880451202392578,0.038842201232910156,396286.00441241264
4016,2026-02-11T01:17:24.076047,57.5,76.3,79.1,139.78177452087402,5527.108680725098,0.0034646987915039062,0.004117012023925781,396318.0003373623
4017,2026-02-11T01:17:53.205536,34.3,76.9,79.1,139.8029670715332,5527.139287948608,0.021192550659179688,0.030607223510742188,396346.00099015236
4018,2026-02-11T01:24:37.145715,55.7,74.3,78.6,141.28596591949463,5938.871946334839,1.4829988479614258,411.73265838623047,396750.005620718
4019,2026-02-11T01:24:54.945694,32.0,75.6,78.4,141.40398502349854,5953.750741958618,0.11801910400390625,14.878795623779297,396768.00170588493
4020,2026-02-11T01:25:25.069904,69.3,76.1,78.6,141.45067024230957,5953.824620246887,0.046685218811035156,0.07387828826904297,396798.0006108284
4021,2026-02-11T01:25:54.375154,32.4,76.3,78.6,141.4808120727539,5954.18976020813,0.030141830444335938,0.3651399612426758,396827.0000810623
4022,2026-02-11T03:18:08.691968,49.5,76.0,78.8,141.92179107666016,5955.719553947449,0.44097900390625,1.5297937393188477,403561.01306819916
4023,2026-02-11T04:59:01.448083,42.9,43.5,78.8,142.09862804412842,5956.11795425415,0.17683696746826172,0.39840030670166016,409614.0088968277
4024,2026-02-11T05:00:03.655362,46.5,29.8,77.8,0.004281044006347656,0.0019903182983398438,0.0,0.0,28.001656532287598
