timestamp,cpu_percent,memory_percent,disk_percent,net_sent,net_recv
2025-12-27T12:35:07.695201,29.4,45.3,78.6,0.019128799438476562,0.008092880249023438
2025-12-27T12:40:00.752053,20.6,60.3,78.4,6.834031105041504,50.03805732727051
2025-12-27T12:45:00.628168,16.8,58.4,78.4,10.006223678588867,107.22089195251465
2025-12-27T12:50:00.663130,54.2,60.4,78.5,13.338391304016113,140.01576900482178
2025-12-27T12:55:00.644573,24.2,59.6,78.5,19.871060371398926,168.60852813720703
2025-12-27T13:02:32.621429,32.6,57.4,78.5,20.457151412963867,188.92430114746094
2025-12-27T13:26:12.297716,73.4,56.3,78.5,20.599507331848145,189.23349857330322
2025-12-27T14:51:04.474075,100.0,59.9,78.5,20.87726593017578,189.62744140625
2025-12-27T14:55:00.630422,6.9,65.2,78.5,25.62650203704834,213.020601272583
2025-12-27T15:00:00.644873,35.3,67.5,78.5,27.573887825012207,219.3524408340454
2025-12-27T15:05:00.640364,10.9,64.8,78.5,29.21602153778076,222.7745590209961
2025-12-27T15:10:00.652952,9.5,68.4,78.5,2.3506927490234375,68.55167293548584
2025-12-27T15:15:00.638466,32.0,67.1,78.5,7.198671340942383,83.35559272766113
2025-12-27T15:20:00.638346,7.0,65.9,78.5,10.171170234680176,85.72516536712646
2025-12-27T15:25:00.635361,13.6,66.8,78.5,13.57529354095459,87.78121566772461
2025-12-27T15:30:00.647957,10.3,68.8,78.5,26.208711624145508,97.87989807128906
2025-12-27T15:35:00.621590,8.4,68.5,78.5,29.141972541809082,100.51628684997559
2025-12-27T15:40:00.625923,23.2,68.3,78.5,33.11105251312256,102.91493225097656
2025-12-27T15:45:00.761895,40.7,69.6,78.5,43.044705390930176,108.07982921600342
2025-12-27T15:50:00.771420,21.2,69.7,78.5,46.732211112976074,111.33977794647217
2025-12-27T15:55:00.756001,47.3,71.7,78.5,50.93928527832031,119.85918235778809
